Year,DOY,Hour,IMF_Mag,Bx_GSE,By_GSE,Bz_GSE,Proton_Density,Plasma_Speed,Kp_index
2023,215,14,-6.1,-2.5,-1.8,-3.0,4.1,348.0,17
2023,215,15,-7.1,-2.3,0.5,-2.0,6.1,365.0,13
2023,215,16,-7.8,-0.8,4.9,0.7,6.7,366.0,13
2023,215,17,-8.3,-1.0,3.5,-0.1,6.3,354.0,13
2023,215,18,-7.5,-0.6,5.1,0.5,6.6,357.0,3
2023,215,19,-8.5,0.6,2.5,1.0,5.3,345.0,3
2023,215,20,-8.9,-1.4,2.0,-1.1,4.7,339.0,3
2023,215,21,-9.3,-1.2,1.4,-1.0,4.9,333.0,3
2023,215,22,-9.6,0.7,1.3,0.8,4.6,329.0,3
2023,215,23,-9.2,2.3,1.3,2.4,4.5,328.0,3
2023,216,0,-8.8,2.8,1.0,2.9,4.4,324.0,0
2023,216,1,-8.5,3.2,0.9,3.3,4.0,324.0,0
2023,216,2,-7.4,4.9,1.3,5.1,4.3,326.0,0
2023,216,3,-6.6,6.3,0.6,6.3,4.1,341.0,7
2023,216,4,-8.2,3.8,2.5,4.3,4.7,321.0,7
2023,216,5,-7.9,3.7,3.7,4.6,4.4,321.0,7
2023,216,6,-8.7,1.1,3.6,2.3,4.9,313.0,13
2023,216,7,-8.8,2.2,4.1,3.6,4.2,314.0,13
2023,216,8,-8.2,2.4,10.8,6.5,4.8,368.0,13
2023,216,9,-10.2,4.8,8.8,8.1,4.9,363.0,13
2023,216,10,-9.2,10.4,3.3,10.8,4.4,366.0,13
2023,216,11,-8.7,11.8,0.6,10.9,2.8,377.0,13
2023,216,12,-9.8,8.5,3.1,9.0,3.2,361.0,27
2023,216,13,-9.2,5.2,5.0,6.8,5.4,368.0,27
2023,216,14,-8.0,5.2,3.6,6.2,9.1,389.0,27
2023,216,15,-8.1,6.7,-2.3,5.5,10.0,390.0,40
2023,216,16,-11.0,7.3,3.2,7.9,10.2,382.0,40
2023,216,17,-13.6,3.8,-4.1,2.6,11.1,372.0,40
2023,216,18,-9.3,3.8,-7.5,2.1,12.8,382.0,40
2023,216,19,-8.8,5.1,-6.0,4.0,12.7,370.0,40
2023,216,20,-6.4,4.3,-6.4,3.3,12.8,382.0,40
2023,216,21,-3.0,5.3,-5.3,4.6,14.1,383.0,40
2023,216,22,-3.8,3.5,-6.5,2.7,12.9,370.0,40
2023,216,23,-1.2,5.3,-9.1,4.2,13.1,377.0,40
2023,217,0,-0.1,6.8,-9.4,5.5,12.3,390.0,50
2023,217,1,-2.8,7.4,-2.2,7.0,12.9,380.0,50
2023,217,2,-4.9,5.6,-6.2,4.4,13.7,371.0,50
2023,217,3,-0.8,13.7,-11.1,10.9,20.1,424.0,63
2023,217,4,1.5,18.6,-7.6,15.9,18.0,432.0,63
2023,217,5,-1.8,16.2,-10.7,12.2,13.9,404.0,63
2023,217,6,-6.7,15.4,0.0,14.5,7.4,355.0,53
2023,217,7,-7.5,2.7,11.8,7.0,12.7,364.0,53
2023,217,8,-1.0,6.5,4.5,7.8,15.1,397.0,53
2023,217,9,0.1,10.0,0.3,9.2,14.2,386.0,47
2023,217,10,0.4,4.5,-8.1,0.5,13.6,385.0,47
2023,217,11,1.0,4.3,2.2,4.8,7.4,381.0,47
2023,217,12,2.4,2.7,1.5,3.1,3.6,376.0,33
2023,217,13,0.4,-2.8,5.5,-0.3,1.5,356.0,33
2023,217,14,-1.1,-2.4,4.9,-0.3,2.0,357.0,33
2023,217,15,0.7,-1.1,5.4,0.8,0.7,349.0,17
2023,217,16,0.3,-1.1,4.9,0.4,0.5,347.0,17
2023,217,17,-0.3,-1.1,3.7,-0.1,0.5,355.0,17
2023,217,18,-1.3,-0.3,3.1,0.4,0.8,364.0,7
2023,217,19,-2.7,4.3,0.4,4.3,1.2,335.0,7
2023,217,20,-4.1,1.9,3.2,2.4,2.0,319.0,7
2023,217,21,-4.2,2.0,4.5,2.6,1.5,324.0,7
2023,217,22,-4.8,3.9,3.6,4.3,1.3,344.0,7
2023,217,23,-4.2,3.2,4.8,3.8,1.6,351.0,7
2023,218,0,-3.8,0.9,5.8,1.7,2.1,366.0,0
2023,218,1,-4.5,0.2,5.6,1.1,2.3,365.0,0
2023,218,2,-5.1,-0.2,5.6,0.9,2.2,358.0,0
2023,218,3,-5.3,-0.8,5.3,0.4,2.2,351.0,3
2023,218,4,-5.6,-2.1,4.6,-0.8,2.2,341.0,3
2023,218,5,-5.6,-2.6,4.1,-1.2,2.3,343.0,3
2023,218,6,-5.6,-3.0,3.6,-1.6,2.3,341.0,0
2023,218,7,-6.4,-2.5,2.2,-1.5,2.2,340.0,0
2023,218,8,-6.3,-1.5,2.3,-0.4,1.9,338.0,0
2023,218,9,-6.2,-2.0,2.9,-0.6,1.6,338.0,0
2023,218,10,-6.1,-1.5,3.2,0.1,1.4,330.0,0
2023,218,11,-6.4,-1.9,2.1,-0.8,1.9,307.0,0
2023,218,12,-6.1,-0.7,3.4,0.8,1.9,316.0,3
2023,218,13,-5.9,0.3,3.7,1.8,1.6,332.0,3
2023,218,14,-4.0,-1.4,1.9,-0.6,1.6,381.0,3
2023,218,15,-3.2,2.2,2.9,3.1,1.3,371.0,7
2023,218,16,-1.8,4.8,2.9,5.5,1.2,353.0,7
2023,218,17,-1.0,4.8,1.8,5.1,1.8,349.0,7
2023,218,18,-1.1,6.1,1.2,6.2,1.9,350.0,10
2023,218,19,-0.8,6.9,-0.2,6.7,2.2,352.0,10
2023,218,20,-1.0,6.4,0.5,6.4,2.0,333.0,10
2023,218,21,-3.5,4.7,1.8,4.9,1.6,309.0,3
2023,218,22,-4.3,3.5,0.2,3.5,1.5,304.0,3
2023,218,23,-5.6,0.5,-0.4,0.4,2.3,296.0,3
2023,219,0,-5.8,-1.0,-0.5,-1.1,2.1,292.0,30
2023,219,1,-3.3,3.6,-4.4,2.8,2.2,352.0,30
2023,219,2,-6.7,1.2,-6.7,-0.1,2.0,411.0,30
2023,219,3,-8.4,-2.8,-3.5,-3.5,2.0,386.0,20
2023,219,4,-8.5,-2.2,-1.6,-2.6,2.0,363.0,20
2023,219,5,-8.4,-1.6,1.0,-1.2,1.6,360.0,20
2023,219,6,-7.1,2.2,3.2,3.2,1.5,362.0,3
2023,219,7,-5.3,2.1,4.9,3.8,1.4,382.0,3
2023,219,8,-5.4,0.7,4.3,2.4,1.6,347.0,3
2023,219,9,-3.3,2.6,5.7,4.8,2.0,357.0,10
2023,219,10,-2.5,3.8,5.2,5.7,1.6,368.0,10
2023,219,11,-5.0,4.5,2.4,5.1,1.4,328.0,10
2023,219,12,-2.5,10.2,1.2,9.7,2.5,415.0,20
2023,219,13,0.4,5.9,2.0,6.2,2.4,419.0,20
2023,219,14,-0.4,0.5,8.2,3.7,2.2,467.0,20
2023,219,15,-5.9,-3.6,0.4,-3.2,1.6,392.0,13
2023,219,16,-6.5,-3.1,-1.0,-3.3,1.0,388.0,13
2023,219,17,-4.3,2.1,4.3,3.2,1.7,426.0,13
2023,219,18,-2.2,-0.5,-2.5,-1.1,1.5,463.0,27
2023,219,19,-2.5,-3.9,-6.2,-5.0,1.5,516.0,27
2023,219,20,-3.4,-3.7,-6.9,-4.7,1.5,493.0,27
2023,219,21,-0.3,-3.2,-4.9,-3.8,0.8,577.0,40
2023,219,22,6.0,-1.2,-5.5,-1.9,0.8,620.0,40
2023,219,23,5.1,-0.7,-5.4,-1.4,0.8,619.0,40
2023,220,0,3.8,-0.3,-4.4,-0.9,1.1,584.0,40
2023,220,1,2.1,0.1,-3.6,-0.5,1.3,550.0,40
2023,220,2,-3.3,4.2,1.3,4.4,1.1,471.0,40
2023,220,3,-4.8,2.7,0.9,2.8,1.3,440.0,13
2023,220,4,-5.1,2.0,1.3,2.3,1.3,424.0,13
2023,220,5,-5.1,2.1,0.9,2.3,1.1,439.0,13
2023,220,6,-6.0,0.3,-0.5,0.1,1.4,437.0,7
2023,220,7,-5.6,1.1,-0.0,1.0,1.5,454.0,7
2023,220,8,-5.1,-1.0,0.3,-0.8,1.4,455.0,7
2023,220,9,-1.2,-3.8,-1.9,-4.2,1.3,467.0,10
2023,220,10,2.2,0.2,-1.6,-0.5,2.1,472.0,10
2023,220,11,3.2,2.2,-0.4,1.8,2.7,491.0,10
2023,220,12,3.5,2.6,-0.1,2.3,2.5,485.0,10
2023,220,13,4.8,2.3,-0.0,2.1,1.4,487.0,10
2023,220,14,4.9,1.8,-0.8,1.3,1.2,477.0,10
2023,220,15,6.1,1.8,-0.3,1.6,1.8,489.0,17
2023,220,16,6.0,1.6,-0.8,1.3,2.3,493.0,17
2023,220,17,4.6,4.7,-0.4,4.4,2.8,491.0,17
2023,220,18,3.6,5.2,0.7,5.2,2.0,488.0,13
2023,220,19,-2.5,5.6,1.7,5.8,3.3,475.0,13
2023,220,20,-0.9,5.0,3.3,5.5,2.6,481.0,13
2023,220,21,0.1,5.7,3.1,6.1,3.0,465.0,10
2023,220,22,-1.9,5.5,2.8,5.8,3.3,438.0,10
2023,220,23,1.5,4.2,0.2,4.2,2.7,444.0,10
2023,221,0,1.1,6.1,0.5,6.1,3.4,451.0,17
2023,221,1,-0.8,5.9,1.9,6.1,3.4,437.0,17
2023,221,2,-1.0,5.1,2.5,5.5,3.7,413.0,17
2023,221,3,3.0,5.0,0.8,5.0,6.0,413.0,10
2023,221,4,4.5,3.9,0.8,4.0,6.2,414.0,10
2023,221,5,5.0,2.4,0.0,2.3,5.6,416.0,10
2023,221,6,6.0,1.4,0.2,1.4,5.0,413.0,13
2023,221,7,6.1,-0.1,-0.6,-0.3,4.7,410.0,13
2023,221,8,4.8,-0.9,-1.5,-1.4,8.7,391.0,13
2023,221,9,5.2,2.5,0.3,2.4,6.4,408.0,10
2023,221,10,3.7,4.8,2.0,5.2,6.4,420.0,10
2023,221,11,4.0,3.8,2.5,4.5,7.1,411.0,10
2023,221,12,5.1,3.8,-0.5,3.2,5.7,403.0,20
2023,221,13,3.7,5.1,-1.2,4.1,5.4,398.0,20
2023,221,14,3.9,5.5,-0.3,4.9,6.3,394.0,20
2023,221,15,4.7,3.6,0.2,3.4,8.8,404.0,17
2023,221,16,5.1,1.8,-2.0,1.1,11.7,404.0,17
2023,221,17,3.3,1.4,-1.4,1.0,13.8,396.0,17
2023,221,18,3.7,3.2,0.8,3.3,12.3,400.0,17
2023,221,19,4.3,3.7,-0.4,3.5,11.1,399.0,17
2023,221,20,5.1,4.0,-1.0,3.8,9.6,393.0,17
2023,221,21,5.0,3.8,-1.2,3.6,9.7,389.0,23
2023,221,22,5.2,2.5,-1.7,2.2,8.1,387.0,23
2023,221,23,4.9,1.3,-2.8,0.9,8.0,388.0,23
2023,222,0,4.7,0.9,-3.0,0.4,6.5,385.0,17
2023,222,1,4.3,0.2,-3.1,-0.4,4.1,377.0,17
2023,222,2,3.8,0.0,-3.2,-0.7,3.2,375.0,17
2023,222,3,3.9,0.0,-2.2,-0.5,3.2,367.0,20
2023,222,4,2.0,-1.8,-2.0,-2.3,5.0,379.0,20
2023,222,5,0.8,-0.6,-2.7,-1.4,5.7,380.0,20
2023,222,6,0.6,-0.8,-2.4,-1.6,6.8,374.0,10
2023,222,7,0.6,-0.1,-2.7,-1.2,6.1,373.0,10
2023,222,8,1.2,-0.7,-2.4,-1.7,4.8,367.0,10
2023,222,9,1.9,0.1,-3.3,-1.4,3.2,363.0,13
2023,222,10,1.9,-0.9,-4.0,-2.6,2.7,367.0,13
2023,222,11,0.7,-1.4,-3.9,-3.0,3.5,369.0,13
2023,222,12,-0.9,-2.7,-3.4,-3.9,3.9,367.0,13
2023,222,13,0.2,-2.1,-3.1,-3.2,5.0,368.0,13
2023,222,14,1.6,-1.2,-4.5,-2.9,6.3,385.0,13
2023,222,15,1.5,-1.0,-4.5,-2.6,8.0,384.0,27
2023,222,16,2.8,-1.8,-0.8,-2.0,8.4,380.0,27
2023,222,17,3.4,-7.7,0.4,-7.3,7.1,392.0,27
2023,222,18,2.2,-7.4,2.0,-6.7,5.2,398.0,13
2023,222,19,-3.2,-5.3,5.3,-4.1,3.0,405.0,13
2023,222,20,-1.7,-5.4,4.6,-4.5,2.9,436.0,13
2023,222,21,5.7,-3.1,-0.4,-3.1,2.6,444.0,17
2023,222,22,0.7,-2.7,1.9,-2.4,3.4,501.0,17
2023,222,23,-0.6,-3.8,4.5,-3.1,3.5,507.0,17
2023,223,0,0.1,-5.3,1.3,-5.0,3.4,490.0,10
2023,223,1,1.2,-5.1,1.8,-4.7,3.1,480.0,10
2023,223,2,2.8,-4.7,2.3,-4.1,2.6,458.0,10
2023,223,3,1.4,-5.2,1.2,-4.7,3.7,462.0,7
2023,223,4,1.1,-5.3,0.5,-4.9,5.2,438.0,7
2023,223,5,1.6,-5.0,0.7,-4.5,5.1,433.0,7
2023,223,6,0.4,-5.7,1.0,-4.9,5.8,436.0,7
2023,223,7,2.4,-4.2,-0.1,-3.9,3.5,423.0,7
2023,223,8,2.5,-1.8,-0.1,-1.7,3.6,439.0,7
2023,223,9,0.2,-2.4,1.2,-1.6,4.0,454.0,3
2023,223,10,-1.9,-0.4,2.2,0.7,4.4,473.0,3
2023,223,11,-1.2,-3.7,2.1,-2.3,4.7,462.0,3
2023,223,12,2.3,-6.3,0.8,-5.3,4.4,461.0,10
2023,223,13,2.9,-5.4,0.8,-4.5,4.5,458.0,10
2023,223,14,3.3,-5.2,1.0,-4.3,4.3,450.0,10
2023,223,15,4.2,-4.3,-0.3,-4.1,3.4,436.0,13
2023,223,16,3.6,-3.1,1.3,-2.5,3.9,447.0,13
2023,223,17,2.1,-6.4,-0.4,-6.2,4.1,458.0,13
2023,223,18,1.5,-5.2,2.1,-4.5,4.0,459.0,7
2023,223,19,1.0,-5.8,1.1,-5.4,3.7,469.0,7
2023,223,20,0.5,-6.2,0.6,-6.0,3.8,467.0,7
2023,223,21,-0.1,-6.4,1.5,-6.1,3.4,476.0,10
2023,223,22,0.2,-5.9,2.6,-5.4,3.7,470.0,10
2023,223,23,4.5,-4.7,-1.5,-4.9,2.9,436.0,10
2023,224,0,3.2,-6.4,0.5,-6.2,2.7,443.0,17
2023,224,1,2.9,-4.7,0.0,-4.6,3.6,448.0,17
2023,224,2,3.3,-4.0,-2.0,-4.3,3.7,443.0,17
2023,224,3,1.1,-4.6,-3.5,-5.3,3.7,453.0,23
2023,224,4,1.2,-5.5,0.4,-5.1,3.6,451.0,23
2023,224,5,1.0,-5.1,0.6,-4.6,3.4,448.0,23
2023,224,6,4.0,-1.5,-1.6,-2.0,3.2,427.0,20
2023,224,7,3.6,-2.7,1.0,-2.1,2.8,431.0,20
2023,224,8,2.1,-4.2,-0.3,-3.9,3.1,446.0,20
2023,224,9,1.8,-3.7,-1.1,-3.8,3.1,455.0,10
2023,224,10,1.7,-3.5,1.0,-2.6,2.8,449.0,10
2023,224,11,3.7,-2.7,1.0,-1.9,2.0,420.0,10
2023,224,12,4.3,-1.8,-0.5,-1.8,1.8,412.0,13
2023,224,13,3.6,-1.7,-0.4,-1.7,2.4,420.0,13
2023,224,14,3.3,-1.0,-2.6,-2.0,2.6,426.0,13
2023,224,15,4.4,-0.0,-2.0,-0.7,2.1,409.0,13
2023,224,16,4.5,0.4,-1.9,-0.3,2.2,406.0,13
2023,224,17,4.5,-1.8,-1.2,-2.1,2.1,399.0,13
2023,224,18,4.4,1.2,-1.3,0.8,2.5,405.0,20
2023,224,19,3.9,0.3,-2.6,-0.3,2.6,409.0,20
2023,224,20,1.9,-2.7,0.4,-2.6,3.0,424.0,20
2023,224,21,2.7,-2.1,-2.3,-2.4,2.9,414.0,17
2023,224,22,2.1,-4.2,-1.2,-4.3,2.9,414.0,17
2023,224,23,2.4,-3.7,-1.0,-3.8,2.9,415.0,17
2023,225,0,4.4,-1.0,-2.6,-1.4,2.5,390.0,20
2023,225,1,2.6,-4.4,-0.3,-4.4,2.9,400.0,20
2023,225,2,3.9,-2.5,-2.6,-3.0,2.6,389.0,20
2023,225,3,3.5,-2.2,-1.4,-2.5,2.6,389.0,10
2023,225,4,2.2,-2.6,-1.9,-3.0,3.4,401.0,10
2023,225,5,3.4,-3.2,0.2,-2.9,3.0,382.0,10
2023,225,6,2.6,-2.9,1.4,-2.2,3.1,383.0,7
2023,225,7,2.8,-2.3,1.9,-1.3,3.7,383.0,7
2023,225,8,4.4,0.2,0.6,0.4,2.7,361.0,7
2023,225,9,4.6,-0.8,-0.9,-1.1,2.7,357.0,7
2023,225,10,3.0,-2.8,-0.8,-2.8,2.8,371.0,7
2023,225,11,0.0,-2.2,2.8,-0.6,3.0,395.0,7
2023,225,12,1.2,-2.9,1.2,-2.0,3.1,384.0,10
2023,225,13,1.9,-2.3,1.8,-1.3,2.6,371.0,10
2023,225,14,1.0,-3.6,0.5,-3.1,2.9,385.0,10
2023,225,15,1.2,-3.4,-1.2,-3.6,2.9,378.0,10
2023,225,16,1.5,-3.1,-0.4,-3.1,2.7,373.0,10
2023,225,17,2.4,-2.9,-0.5,-2.9,2.4,362.0,10
2023,225,18,1.7,-3.3,0.3,-3.1,2.2,366.0,7
2023,225,19,2.6,-2.9,0.9,-2.6,1.8,352.0,7
2023,225,20,1.8,-3.1,0.2,-3.0,3.5,344.0,7
2023,225,21,1.4,-2.4,1.8,-2.1,4.5,345.0,10
2023,225,22,1.6,-3.1,1.8,-2.8,5.4,345.0,10
2023,225,23,0.6,-2.9,-1.4,-3.1,5.7,352.0,10
2023,226,0,-0.9,-2.6,-1.9,-2.9,6.7,358.0,13
2023,226,1,-0.1,-2.5,1.7,-2.1,7.6,355.0,13
2023,226,2,-0.6,-2.8,2.0,-2.3,8.1,356.0,13
2023,226,3,-0.3,-1.7,-1.4,-2.0,8.9,354.0,7
2023,226,4,0.2,-2.8,2.2,-2.0,7.6,355.0,7
2023,226,5,0.6,-3.1,2.1,-2.2,7.4,354.0,7
2023,226,6,0.8,-2.6,0.9,-2.1,7.9,356.0,3
2023,226,7,-0.7,-2.0,2.4,-0.8,8.0,362.0,3
2023,226,8,1.0,-0.8,-1.3,-1.3,8.4,356.0,3
2023,226,9,3.3,0.9,-0.4,0.6,8.3,344.0,3
2023,226,10,2.1,2.9,0.3,2.7,8.0,347.0,3
2023,226,11,1.5,3.6,0.1,3.2,7.6,349.0,3
2023,226,12,1.8,1.9,1.0,2.1,7.5,344.0,13
2023,226,13,2.1,2.4,1.5,2.8,7.2,343.0,13
2023,226,14,2.9,1.6,2.0,2.3,6.8,335.0,13
2023,226,15,3.5,1.6,0.7,1.7,6.7,332.0,10
2023,226,16,3.5,1.1,-0.5,0.9,6.5,326.0,10
2023,226,17,2.7,1.0,-2.6,0.2,6.5,326.0,10
2023,226,18,1.7,-0.4,-2.3,-1.0,6.7,331.0,13
2023,226,19,1.9,-1.6,-2.0,-2.0,6.7,327.0,13
2023,226,20,1.2,-2.9,-2.0,-3.2,6.7,329.0,13
2023,226,21,1.9,-3.0,-0.1,-3.0,6.7,326.0,13
2023,226,22,2.1,-2.3,-1.8,-2.6,7.2,325.0,13
2023,226,23,1.8,-2.4,-2.1,-2.7,7.3,324.0,13
2023,227,0,0.7,-2.1,-2.6,-2.5,7.7,322.0,3
2023,227,1,2.2,-2.2,-1.1,-2.4,8.1,321.0,3
2023,227,2,2.1,-2.0,-1.6,-2.3,8.8,321.0,3
2023,227,3,0.7,-2.7,-0.6,-2.8,9.6,321.0,3
2023,227,4,1.9,-2.2,-1.1,-2.4,10.2,317.0,3
2023,227,5,2.0,-2.0,-0.4,-2.0,11.1,317.0,3
2023,227,6,1.7,-2.5,0.4,-2.2,11.3,313.0,3
2023,227,7,1.3,-3.2,-1.1,-3.4,11.4,312.0,3
2023,227,8,2.2,-2.2,-2.2,-2.9,11.3,308.0,3
2023,227,9,2.7,-1.1,-2.6,-2.2,11.5,307.0,7
2023,227,10,1.0,-2.0,-1.2,-2.3,12.4,308.0,7
2023,227,11,1.1,-3.2,-0.9,-3.2,12.4,304.0,7
2023,227,12,1.6,-3.2,-1.5,-3.5,11.4,300.0,10
2023,227,13,1.7,-4.4,-1.5,-4.6,10.4,297.0,10
2023,227,14,2.1,-4.3,-1.0,-4.3,11.3,303.0,10
2023,227,15,3.6,-2.5,-1.5,-2.9,14.5,302.0,3
2023,227,16,5.8,-0.9,-2.3,-1.6,12.4,295.0,3
2023,227,17,5.1,1.7,-3.2,0.7,13.1,298.0,3
2023,227,18,4.5,3.6,-3.3,2.6,11.9,295.0,10
2023,227,19,3.4,4.7,-3.1,3.9,10.0,293.0,10
2023,227,20,3.1,3.2,-2.7,2.6,12.1,290.0,10
2023,227,21,2.8,3.0,-2.5,2.5,12.3,289.0,10
2023,227,22,2.7,4.8,-1.3,4.5,10.4,290.0,10
2023,227,23,3.4,4.5,-1.4,4.2,9.2,288.0,10
2023,228,0,2.9,4.7,-1.1,4.4,9.0,289.0,17
2023,228,1,2.8,4.3,-0.7,4.1,11.1,290.0,17
2023,228,2,3.0,4.0,-0.0,3.9,11.6,286.0,17
2023,228,3,2.8,-0.4,0.7,-0.2,16.0,278.0,10
2023,228,4,2.2,-0.1,-0.4,-0.2,15.5,284.0,10
2023,228,5,2.5,-3.4,2.9,-2.2,12.5,279.0,10
2023,228,6,-0.2,-4.2,2.4,-2.9,13.7,287.0,3
2023,228,7,1.4,4.3,-0.8,3.6,11.9,289.0,3
2023,228,8,1.8,4.1,-0.3,3.5,13.3,292.0,3
2023,228,9,2.8,3.7,1.0,3.7,13.7,295.0,10
2023,228,10,3.7,-0.4,3.1,1.1,12.8,304.0,10
2023,228,11,3.4,-2.3,3.9,-0.1,12.8,306.0,10
2023,228,12,3.0,-3.5,2.8,-1.8,13.8,311.0,27
2023,228,13,1.4,-1.4,-3.6,-2.9,16.2,311.0,27
2023,228,14,-1.8,2.3,-3.8,0.5,14.2,313.0,27
2023,228,15,-0.7,-1.0,-8.5,-4.2,9.1,316.0,30
2023,228,16,-1.5,2.7,-7.2,0.0,10.1,319.0,30
2023,228,17,-2.6,5.4,-5.5,3.5,11.3,319.0,30
2023,228,18,-2.3,6.1,-5.4,4.5,12.1,319.0,17
2023,228,19,-2.1,8.1,-4.1,7.0,11.3,319.0,17
2023,228,20,-1.5,9.5,-1.9,8.9,10.0,319.0,17
2023,228,21,-1.2,8.1,3.1,8.5,11.3,318.0,13
2023,228,22,-1.1,6.9,0.6,6.9,13.5,314.0,13
2023,228,23,-2.0,6.8,-1.1,6.5,13.3,309.0,13
2023,229,0,-0.7,6.9,1.4,7.0,13.0,309.0,23
2023,229,1,0.2,6.6,3.5,7.2,12.4,309.0,23
2023,229,2,-2.1,7.4,-0.6,7.0,12.0,315.0,23
2023,229,3,-1.8,6.4,-1.2,5.8,14.0,315.0,17
2023,229,4,0.8,4.5,1.5,4.7,13.9,311.0,17
2023,229,5,-1.2,6.5,-1.1,5.7,10.6,313.0,17
2023,229,6,-1.4,7.2,-0.6,6.4,9.4,317.0,20
2023,229,7,-0.7,6.3,1.7,6.4,8.1,312.0,20
2023,229,8,0.2,4.9,6.3,7.2,4.6,315.0,20
2023,229,9,0.2,4.9,5.9,7.1,4.5,320.0,3
2023,229,10,-1.4,5.3,4.7,6.9,4.7,327.0,3
2023,229,11,-2.4,5.5,3.2,6.4,4.7,329.0,3
2023,229,12,-2.2,6.2,0.7,5.8,5.4,326.0,17
2023,229,13,-0.0,6.2,-1.7,4.7,7.3,323.0,17
2023,229,14,-1.4,6.0,0.6,5.7,7.6,329.0,17
2023,229,15,-2.2,6.1,1.3,6.1,7.5,328.0,20
2023,229,16,-2.3,5.1,0.8,5.1,10.6,324.0,20
2023,229,17,-4.9,6.2,-2.2,5.2,16.3,336.0,20
2023,229,18,-1.0,1.5,5.1,2.8,20.6,321.0,13
2023,229,19,-0.7,1.6,7.0,3.2,21.7,324.0,13
2023,229,20,-0.5,-2.0,5.7,-0.8,25.9,327.0,13
2023,229,21,1.0,-5.4,6.6,-4.1,25.1,330.0,7
2023,229,22,0.9,-7.3,6.5,-6.1,25.5,335.0,7
2023,229,23,-1.6,-3.1,9.5,-1.4,25.5,333.0,7
2023,230,0,4.7,-5.3,4.5,-4.4,29.9,327.0,20
2023,230,1,4.3,-4.9,-0.9,-5.0,29.4,322.0,20
2023,230,2,3.1,-1.1,-6.4,-2.6,30.0,325.0,20
2023,230,3,6.1,-5.7,1.3,-5.1,25.3,326.0,20
2023,230,4,7.8,-9.9,-1.4,-9.8,6.7,393.0,20
2023,230,5,6.4,-9.7,-5.6,-11.1,6.5,424.0,20
2023,230,6,6.7,-8.4,-4.8,-9.6,6.3,413.0,30
2023,230,7,7.6,-6.8,4.1,-4.4,5.6,418.0,30
2023,230,8,7.1,-6.0,-3.2,-6.8,5.0,446.0,30
2023,230,9,8.2,-3.3,-4.1,-4.9,4.3,476.0,30
2023,230,10,8.0,-5.6,-1.2,-5.5,4.1,465.0,30
2023,230,11,6.5,-6.7,-2.7,-7.2,4.8,468.0,30
2023,230,12,5.6,-6.4,5.1,-3.2,4.8,475.0,13
2023,230,13,1.1,-2.9,10.8,2.4,4.6,496.0,13
2023,230,14,6.2,-7.3,3.4,-5.1,4.6,467.0,13
2023,230,15,6.1,-7.5,-2.1,-7.7,4.0,469.0,23
2023,230,16,4.7,-5.6,0.9,-4.9,5.3,491.0,23
2023,230,17,3.0,-5.9,3.8,-4.4,4.7,502.0,23
2023,230,18,4.3,-5.1,0.3,-4.8,4.0,485.0,23
2023,230,19,4.4,-3.9,-2.0,-4.3,3.3,476.0,23
2023,230,20,2.7,-5.5,-0.9,-5.6,3.7,481.0,23
2023,230,21,2.6,-4.1,-2.6,-4.5,3.8,475.0,30
2023,230,22,3.3,-3.9,-2.5,-4.3,3.5,466.0,30
2023,230,23,2.8,-4.3,-1.9,-4.6,3.3,459.0,30
2023,231,0,2.7,-1.8,0.5,-1.7,1.3,489.0,23
2023,231,1,1.8,-2.2,0.2,-2.1,1.5,493.0,23
2023,231,2,0.2,-2.0,0.9,-1.7,1.6,504.0,23
2023,231,3,1.3,-2.0,0.9,-1.7,1.3,487.0,13
2023,231,4,3.0,-2.0,-0.2,-2.0,1.2,468.0,13
2023,231,5,-0.7,-0.9,-1.0,-1.2,1.7,482.0,13
2023,231,6,-0.8,-1.7,-1.0,-2.0,2.1,472.0,10
2023,231,7,2.4,-1.9,0.8,-1.4,1.9,439.0,10
2023,231,8,2.1,-2.1,0.4,-1.7,2.3,441.0,10
2023,231,9,1.7,-1.4,-0.7,-1.6,2.4,444.0,13
2023,231,10,1.4,-1.3,-1.5,-1.9,2.7,441.0,13
2023,231,11,2.0,-2.1,-0.8,-2.2,2.9,431.0,13
2023,231,12,1.3,-3.1,0.2,-2.6,3.1,438.0,13
2023,231,13,0.9,-3.3,1.6,-2.2,3.3,444.0,13
2023,231,14,-0.9,-4.7,1.5,-3.6,4.3,477.0,13
2023,231,15,2.4,-4.0,1.8,-3.0,4.6,450.0,13
2023,231,16,-3.3,-4.8,1.3,-4.0,5.7,467.0,13
2023,231,17,-0.5,-6.5,0.3,-6.1,5.9,465.0,13
2023,231,18,0.5,-6.5,1.3,-5.9,7.4,460.0,30
2023,231,19,-6.0,0.9,-5.6,-0.5,6.2,466.0,30
2023,231,20,-1.1,-5.9,0.6,-5.6,2.8,480.0,30
2023,231,21,-1.1,-5.7,-0.1,-5.6,2.6,512.0,20
2023,231,22,-1.2,-5.6,2.0,-5.1,2.2,514.0,20
2023,231,23,-4.1,-5.4,-0.0,-5.3,2.2,527.0,20
2023,232,0,-6.4,0.9,-3.8,0.1,1.8,534.0,33
2023,232,1,-5.3,1.3,-4.5,0.3,1.9,548.0,33
2023,232,2,-2.7,-3.9,-1.9,-4.3,2.3,550.0,33
2023,232,3,2.5,-6.5,2.4,-5.5,3.1,521.0,27
